"OIT",4374068,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,1,5,1072,0,0,0,0,1
"OIT",4374172,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,1,5,1096,0,0,0,0,1
"OIT",4374175,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,1,5,1096,0,0,0,0,1
"OIT",4374175,2,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,1,5,1096,0,0,0,0,1
"OIT",4374180,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,4,5,108,0,0,0,0,1
"OIT",4374183,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,7,5,1081,0,0,0,0,1
"OIT",4374199,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,20,5,1100,0,0,0,0,1
"OIT",4374203,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,20,5,1100,0,0,0,0,1
"OIT",4374211,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,7,5,1074,0,0,0,0,1
"OIT",4374211,2,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,7,5,1074,0,0,0,0,1
"OIT",4374217,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,7,5,1074,0,0,0,0,1
"OIT",4374217,2,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,7,5,1074,0,0,0,0,1
"OIT",4374229,1,110202,1,$2.00,$0.00,0,$0.00,$0.00,0,8,4,5,108,0,0,0,0,1
"OIT",4374268,1,110014,1,$19.00,$0.00,0,$0.00,$0.00,0,8,4,5,1080,0,0,0,0,1
"OIT",4374268,2,110127,1,$21.00,$0.00,0,$0.00,$0.00,0,8,4,5,1080,0,0,0,0,1
"OIT",4374268,3,110127,1,$21.00,$0.00,0,$0.00,$0.00,0,8,4,5,1080,0,0,0,0,1
"OIT",4374275,1,110137,1,$10.00,$0.00,0,$0.00,$0.00,0,8,7,5,1089,0,0,0,0,1
"OIT",4374275,2,110137,1,$10.00,$0.00,0,$0.00,$0.00,0,8,7,5,1089,0,0,0,0,1
"OIT",4374275,3,110136,1,$10.00,$0.00,0,$0.00,$0.00,0,8,7,5,1089,0,0,0,0,1
"OIT",4374276,1,150142,1,$10.00,$0.00,0,$0.00,$0.00,1,8,40,5,1178,0,0,0,0,1
"OIT",4374276,2,150142,1,$10.00,$0.00,0,$0.00,$0.00,1,8,40,5,1178,0,0,0,0,1
"OIT",4374278,1,150186,3,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,2,150181,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,3,150181,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,4,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,5,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,6,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,7,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,8,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,9,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,10,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,11,150185,3,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,12,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,13,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,14,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,15,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,16,150185,4,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,17,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,18,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,19,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,20,150186,9,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,21,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,22,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,23,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,24,150185,4,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,25,150185,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
"OIT",4374278,26,150186,1,$0.00,$0.00,0,$0.00,$0.00,0,8,16,3,1187,0,0,0,0,1
